카사, 46, 166
마라, 86, 179
파라, 85, 185
하아, 66, 146
카하, 77, 162
마나, 92, 181
마마, 63, 167
하바, 62, 144
타타, 42, 169
사마, 90, 149
파라, 64, 165
다마, 73, 159
아하, 63, 185
카카, 42, 173
마카, 96, 160
가카, 56, 159
나자, 42, 179
바바, 69, 194
아마, 82, 169
자차, 79, 167
차자, 73, 194
다자, 88, 143
라자, 98, 157
바차, 58, 183
나카, 85, 142
다타, 65, 175
아파, 55, 165
타아, 75, 158
카자, 70, 198
라가, 56, 164
하아, 55, 140
바나, 55, 189
하아, 92, 164
다가, 50, 187
타하, 78, 181
차타, 44, 198
하카, 74, 198
가라, 79, 166
타타, 78, 154
가타, 99, 141
다파, 49, 158
가파, 74, 168
가다, 75, 199
자파, 61, 153
바카, 59, 168
마하, 88, 172
파아, 62, 187
사마, 59, 172
다파, 59, 155
나파, 53, 172
파사, 55, 153
아아, 87, 149
다타, 53, 160
가나, 70, 162
나사, 60, 148
바바, 48, 199
자다, 50, 143
가마, 82, 179
가자, 59, 179
차가, 67, 195
가아, 74, 181
나사, 72, 160
사사, 52, 154
차아, 46, 155
가타, 42, 159
마차, 54, 187
아타, 87, 152
하카, 99, 184
라타, 63, 198
나아, 65, 163
타차, 52, 198
자가, 65, 162
사나, 46, 181
파다, 62, 143
다타, 42, 144
다카, 50, 174
자차, 67, 149
다다, 66, 190
하마, 80, 144
하타, 56, 180
자아, 65, 152
사사, 62, 155
나하, 42, 159
자바, 96, 167
파차, 65, 188
카나, 64, 193
라차, 62, 183
하파, 92, 150
마자, 81, 149
라타, 70, 199
사바, 59, 171
바라, 80, 161
마나, 77, 156
바나, 89, 169
다카, 50, 157
카바, 88, 160
라바, 92, 150
다차, 77, 160
라바, 89, 178
사사, 50, 157
차차, 95, 148
라가, 82, 156
나사, 88, 181
타타, 60, 194
파아, 51, 199
하차, 48, 193
다라, 85, 150
타아, 92, 189
차다, 70, 150
아파, 63, 186
가차, 48, 186
라타, 75, 193
나하, 44, 179
파바, 69, 168
라차, 54, 175
라바, 41, 192
차나, 64, 171
다마, 75, 145
다차, 51, 172
자나, 96, 149
파자, 51, 186
자카, 95, 185
파라, 69, 170
가바, 81, 179
하자, 75, 156
사자, 48, 141
타아, 45, 145
파카, 99, 195
파파, 85, 184
아다, 79, 144
카라, 84, 175
아카, 94, 142
아차, 40, 177
바파, 99, 147
사사, 70, 155
사가, 41, 144
하마, 87, 184
마마, 43, 174
다파, 86, 189
하다, 66, 157
가파, 67, 184
차라, 76, 181
라라, 87, 154
하사, 65, 157
하마, 65, 165
마다, 69, 169
다하, 70, 155
아마, 66, 161
마다, 58, 177
자카, 83, 152
차나, 72, 173
카나, 58, 182
라다, 98, 153
차사, 47, 191
차바, 83, 175
사하, 94, 172
마파, 97, 166
아하, 83, 178
가타, 72, 165
자타, 71, 167
마나, 50, 188
마마, 45, 140
차나, 43, 182
아라, 43, 166
타타, 61, 145
라카, 74, 153
카나, 89, 186
다파, 65, 176
나다, 79, 191
마라, 83, 158
자파, 88, 184
다파, 84, 149
타차, 91, 198
하사, 65, 170
바차, 99, 181
카바, 76, 143
마라, 43, 143
카카, 51, 144
아하, 47, 174
카바, 49, 171
다자, 99, 182
라사, 88, 193
다바, 67, 152
카파, 62, 168
다아, 43, 195
차사, 94, 186
차파, 49, 180
라사, 80, 160
아아, 78, 168
사카, 87, 185
타차, 71, 179
카사, 96, 167
사다, 99, 167
사라, 65, 140
라가, 71, 159
파다, 87, 160
아하, 96, 156
가바, 73, 175
바라, 92, 178
아아, 64, 195
타아, 77, 179
카아, 40, 150
아아, 61, 168
차차, 83, 152
하카, 74, 151
라바, 43, 145
하하, 88, 145
카하, 99, 145
가다, 49, 180
파타, 66, 193
자카, 47, 185
마하, 70, 192
사타, 88, 163
하가, 51, 166
다아, 40, 195
아차, 66, 156
사카, 55, 159
마마, 65, 140
카가, 45, 144
사가, 41, 153
라파, 86, 179
라다, 96, 168
카차, 91, 198
차아, 85, 194
바아, 65, 171
카사, 45, 152
바바, 53, 149
사차, 95, 176
사카, 74, 150
사다, 93, 184
아라, 80, 168
마카, 52, 155
카아, 43, 148
바카, 95, 144
차사, 91, 188
아바, 47, 162
차사, 60, 150
마차, 88, 195
다나, 48, 155
아라, 93, 185
마나, 84, 183
마나, 71, 150
아카, 93, 148
다자, 45, 170
사가, 65, 194
타아, 75, 193
자나, 98, 190
다아, 86, 140
라하, 89, 177
아카, 45, 169
사아, 70, 154
나다, 69, 160
카타, 64, 188
하라, 48, 142
라타, 62, 178
타바, 73, 194
사파, 59, 194
타카, 96, 147
라타, 70, 170
차파, 64, 179
차아, 74, 153
자차, 70, 143
카차, 49, 181
사가, 66, 148
카카, 92, 181
차차, 59, 169
다차, 41, 140
나가, 69, 191
가차, 47, 147
차카, 85, 142
하하, 90, 154
파바, 97, 152
파차, 51, 166
아바, 68, 173
하카, 94, 150
나타, 43, 160
사바, 95, 154
타차, 56, 167
다다, 66, 173
사아, 74, 158
라마, 77, 187
차자, 79, 154
타다, 43, 186
마아, 40, 186
라타, 68, 149
카차, 68, 155
마자, 59, 173
나마, 51, 197
라바, 88, 160
사자, 55, 178
아차, 90, 192
나가, 81, 186
타하, 93, 164
하다, 62, 194
가나, 88, 164
차마, 83, 163
차나, 73, 190
하파, 90, 178
가타, 62, 171
사아, 54, 188
나타, 66, 198
아사, 58, 147
타사, 64, 154
자차, 54, 153
자타, 56, 152
하카, 84, 163
바다, 75, 194
바아, 41, 169
마바, 94, 191
가다, 48, 156
다바, 69, 179
나사, 89, 186
마라, 40, 181
가자, 63, 195
카사, 77, 188
가가, 78, 164
나라, 84, 177
다하, 72, 145
카마, 95, 196
하차, 82, 166
마마, 88, 183
마마, 79, 151
파파, 88, 196
하하, 86, 181
다타, 45, 159
카하, 97, 198
하카, 42, 163
마카, 43, 186
자마, 55, 166
나가, 86, 152
카차, 82, 172
사바, 63, 140
카바, 95, 155
라나, 71, 147
타카, 59, 175
파다, 77, 166
가나, 76, 181
파아, 48, 159
가자, 89, 156
차아, 77, 176
가카, 56, 163
하가, 80, 184
가하, 76, 171
바바, 96, 143
아마, 55, 150
나다, 81, 141
사바, 79, 149
마타, 71, 160
가바, 80, 165
타하, 61, 171
타차, 49, 194
하자, 70, 177
카다, 67, 172
타차, 58, 187
바하, 63, 146
차하, 92, 178
아마, 91, 199
나자, 95, 169
하라, 64, 158
바다, 61, 172
하마, 87, 168
마바, 63, 195
차가, 60, 172
자가, 97, 167
나사, 71, 154
가다, 45, 149
나가, 73, 155
타아, 85, 153
라나, 67, 198
타사, 50, 147
파라, 44, 199
타하, 49, 176
자아, 64, 186
차마, 73, 149
라카, 96, 199
차아, 42, 195
차하, 87, 172
마마, 52, 150
타라, 62, 158
파다, 97, 150
다카, 57, 162
마다, 53, 172
파가, 61, 196
가사, 90, 152
나다, 97, 154
다자, 97, 149
카다, 43, 157
아파, 55, 152
아가, 45, 159
다라, 60, 162
나마, 85, 144
사카, 95, 189
하나, 74, 166
바카, 56, 184
마라, 59, 153
자하, 63, 175
하하, 42, 142
마마, 60, 149
마바, 83, 168
사아, 87, 142
카파, 81, 160
마파, 79, 143
카라, 84, 153
자카, 49, 140
라가, 92, 142
나라, 67, 165
아사, 43, 171
바아, 91, 162
아라, 74, 174
차자, 44, 170
차하, 76, 151
가다, 78, 145
사바, 51, 173
사다, 43, 177
타차, 55, 181
자파, 77, 141
카하, 61, 156
카다, 81, 182
카바, 54, 172
다아, 61, 169
라차, 53, 168
아하, 40, 146
하파, 72, 171
카타, 93, 180
하타, 59, 190
다사, 89, 177
다하, 52, 158
가사, 65, 155
다하, 68, 196
나파, 91, 152
차나, 61, 182
파하, 54, 158
나하, 91, 169
사카, 74, 187
차하, 71, 152
바카, 86, 155
아카, 98, 145
나나, 58, 143
다하, 96, 186
마가, 45, 198
사차, 95, 155
가마, 77, 170
아나, 99, 199
가자, 47, 163
파차, 57, 158
아자, 82, 148
다바, 75, 154
라라, 85, 172
아가, 70, 194
차바, 43, 191
사바, 86, 146
차마, 94, 191
하가, 78, 197
카라, 97, 192
하가, 50, 184
하하, 91, 195
사바, 51, 159
카나, 46, 148
나파, 80, 165
마하, 94, 198
파가, 95, 185
라파, 90, 140
나타, 46, 166
하차, 88, 159
바가, 57, 190
파차, 77, 147
카라, 40, 194
하마, 75, 174
카다, 96, 184
하마, 98, 169
사하, 72, 190
나라, 66, 150
파카, 98, 149
카카, 99, 149
카타, 58, 184
아하, 97, 195
타타, 50, 173
파자, 69, 198
나가, 75, 162
가차, 55, 140
파나, 49, 155
바하, 89, 182
라다, 44, 159
다나, 44, 158
차차, 50, 164
마다, 46, 158
카라, 96, 147
타나, 47, 179
아파, 90, 193
라차, 59, 192
다가, 58, 145
마나, 85, 144
마바, 54, 146
마다, 52, 184
하자, 59, 185
바자, 51, 189
타차, 89, 152
마자, 60, 185
차라, 49, 185
마카, 50, 198
가가, 97, 177
나바, 85, 161
아자, 42, 179
바카, 98, 163
다바, 44, 144
카가, 58, 163
카자, 72, 143
카바, 70, 145
사바, 80, 165
바라, 55, 193
타아, 78, 164
마파, 45, 153
사카, 43, 149
가자, 96, 170
다타, 82, 144
카타, 87, 182
타마, 48, 143
마카, 84, 192
라바, 53, 182
가라, 50, 179
카카, 79, 146
가차, 79, 160
카파, 57, 170
나파, 81, 151
라자, 84, 170
사바, 96, 167
나사, 89, 194
바바, 97, 162
가나, 68, 197
파카, 41, 152
카파, 68, 156
차나, 60, 187
카마, 58, 156
라마, 85, 185
타나, 72, 143
타사, 56, 187
다파, 44, 140
마파, 95, 141
가아, 86, 169
다가, 94, 198
나타, 88, 173
파사, 86, 156
나카, 85, 141
라타, 86, 181
다다, 94, 166
자타, 89, 199
파파, 90, 191
마하, 66, 174
마나, 44, 150
차파, 97, 193
자사, 73, 165
가파, 97, 192
아나, 83, 186
바라, 43, 189
나바, 81, 178
사다, 78, 198
사차, 76, 182
바자, 40, 174
아바, 79, 178
가차, 90, 167
차라, 77, 144
사카, 94, 158
라마, 68, 161
나카, 75, 174
라가, 65, 197
라아, 42, 186
다카, 84, 179
마타, 98, 189
다자, 48, 172
아나, 96, 180
아나, 91, 161
나가, 61, 140
차파, 40, 186
나다, 50, 191
나나, 51, 181
라하, 80, 174
바바, 91, 177
라하, 69, 159
파차, 45, 185
나마, 73, 140
라라, 53, 144
다다, 95, 170
가파, 41, 197
바라, 45, 187
라차, 77, 197
자차, 76, 177
카자, 51, 181
차차, 53, 146
바하, 41, 140
다타, 90, 177
라마, 87, 151
마자, 71, 158
아타, 68, 157
자가, 52, 157
나카, 71, 190
파하, 40, 146
아사, 48, 177
아타, 93, 157
라사, 57, 175
하차, 43, 186
자파, 69, 180
나다, 71, 149
하라, 87, 156
다라, 81, 149
하가, 64, 143
나타, 82, 181
파자, 65, 166
사타, 59, 149
아마, 90, 185
아파, 92, 168
아타, 44, 153
자차, 77, 159
가바, 74, 193
가타, 41, 169
카다, 75, 192
사타, 43, 159
하하, 95, 169
하라, 64, 155
사하, 78, 149
다카, 95, 172
차사, 67, 146
파다, 89, 185
자다, 90, 141
마차, 53, 170
바카, 60, 142
타가, 50, 198
나카, 83, 165
라라, 66, 199
하카, 77, 141
사라, 83, 167
바카, 49, 140
다다, 75, 156
하카, 66, 198
다가, 92, 196
자가, 67, 152
하사, 68, 175
아카, 86, 175
마나, 68, 199
가가, 85, 165
타바, 60, 170
카바, 67, 199
라나, 88, 147
바나, 95, 173
라가, 75, 196
아라, 64, 190
라다, 42, 169
파파, 58, 188
아아, 51, 186
타카, 69, 183
차차, 71, 180
하마, 41, 174
타타, 98, 155
다다, 84, 175
아타, 56, 171
타사, 62, 175
아사, 87, 196
카바, 49, 156
파라, 83, 150
카하, 44, 142
아사, 93, 158
파자, 87, 176
파타, 61, 179
사바, 51, 179
파사, 68, 155
마사, 62, 142
사카, 94, 149
카타, 49, 193
아자, 64, 156
차가, 95, 164
나타, 99, 178
자타, 60, 179
바바, 68, 147
사가, 57, 190
라하, 43, 196
자마, 95, 144
하차, 53, 149
나자, 77, 149
타자, 48, 170
카카, 56, 189
가자, 49, 193
자가, 83, 167
사아, 58, 144
다카, 50, 159
타카, 67, 192
바다, 84, 167
카바, 44, 192
타가, 68, 199
다타, 64, 140
마타, 49, 160
라가, 80, 173
하자, 40, 155
바카, 72, 150
가차, 49, 178
나자, 92, 173
타카, 83, 198
아파, 47, 142
차차, 53, 152
타나, 92, 154
자카, 74, 144
파아, 77, 153
사자, 97, 163
카차, 59, 188
자가, 51, 163
가하, 77, 143
다라, 69, 167
마라, 96, 147
마라, 55, 158
라하, 83, 162
나라, 65, 197
하카, 84, 141
카카, 67, 156
하마, 80, 165
다라, 67, 140
바파, 59, 142
타자, 95, 144
자사, 96, 151
사사, 98, 172
타라, 82, 166
나카, 47, 154
마나, 97, 194
바라, 90, 147
다다, 63, 164
바라, 83, 168
나가, 68, 159
나차, 64, 160
하바, 68, 172
사자, 95, 172
파라, 65, 172
바타, 56, 144
나하, 65, 166
다사, 57, 187
카다, 40, 161
카차, 44, 155
라다, 43, 155
라마, 64, 177
나라, 50, 198
차아, 64, 158
나파, 67, 165
가하, 84, 141
자가, 93, 186
카아, 81, 198
사하, 68, 150
라사, 87, 149
카아, 85, 156
자사, 86, 196
다사, 68, 169
바자, 87, 152
하파, 41, 167
타카, 67, 197
아타, 43, 193
다하, 65, 196
타차, 87, 148
바가, 44, 152
라타, 41, 178
다차, 98, 149
하다, 85, 152
라차, 51, 150
카라, 83, 195
나마, 43, 147
아파, 43, 161
아자, 52, 164
자하, 66, 168
라나, 45, 154
마파, 81, 183
바차, 73, 197
라차, 43, 198
차바, 86, 161
나차, 53, 175
아사, 59, 198
마다, 53, 175
타라, 77, 197
차아, 57, 177
파가, 53, 183
차자, 61, 174
파가, 56, 143
타마, 78, 172
하가, 79, 177
다다, 74, 151
바나, 81, 199
